cluster,,,,,,,,,,RAP Irrigation High,RAP Rain-fed High,BRL Rain-fed Low,WHE Rain-fed High,RYE Rain-fed Low,MZE Irrigation Low,RYE Irrigation Low,MZE Irrigation High,WHE Irrigation Low,RAP Rain-fed Low,BRL Irrigation High,MZE Rain-fed High,RYE Rain-fed High,RYE Irrigation High,BRL Irrigation Low,MZE Rain-fed Low,WHE Rain-fed Low,BRL Rain-fed High,WHE Irrigation High,RAP Irrigation Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.4042,0.448,0.3938,0.4329,0.331,0.2551,0.3669,0.4432,0.3966,0.3951,0.4038,0.4471,0.3945,0.3705,0.3938,0.2516,0.3966,0.4182,0.4064,0.3957,0.3637,0.4234,0.36,0.4246
