cluster,,,,,,,,,,RYE Rain-fed Low,MZE Rain-fed Low,BRL Irrigation Low,WHE Irrigation Low,RYE Irrigation Low,MZE Rain-fed High,RYE Rain-fed High,RAP Rain-fed High,WHE Rain-fed Low,BRL Rain-fed High,BRL Irrigation High,WHE Irrigation High,BRL Rain-fed Low,RAP Irrigation Low,WHE Rain-fed High,RAP Irrigation High,RYE Irrigation High,RAP Rain-fed Low,MZE Irrigation Low,MZE Irrigation High,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.001,0.0007,0.001,0.001,0.001,0.0488,0.0093,0.013,0.001,0.0628,0.0774,0.079,0.001,0.0011,0.0498,0.0614,0.0576,0.001,0.0011,0.0612,0.002,0.0352,0.0013,0.019
