cluster,LCType7,LCType9,LCType10,LCType5,LCType6,LCType2,LCType3,LCType1,LCType11,LCType4,sqkm
DEU,17323.0,4997.4,166371.6,75678.1,71112.2,18976.8,1741.3,500.2,493.8,16.9,357806.4
